user_id,bayesian_rating,appid
bookworm120341,8.0,25417
ion765,9.0,201808
Arontje,6.0,25821
MartenInfinite,7.0,284054
Leapling,6.5,1986
84tigers,9.0,11170
kawa83,7.0,2653
harw023,6.5,148228
Arggg,3.0,79828
VinDominion,7.4,2655
conjam,6.0,8207
clem,7.0,5404
avdtweel,9.6,12493
Prestoneous,10.0,163412
Dyce666,8.0,185343
BuffaloSauce00,9.0,132531
Kosciel,7.0,34635
Numskull,6.0,25613
tylrenadt,8.0,2122
KevinWC,7.0,98
Dolypran,9.0,160010
immersedreality,8.0,152242
Boromir1983,5.5,93895
keyyek,7.0,2093
Nuvola,9.0,175914
Vanhel,7.0,9341
The Innocent,6.0,170901
mkozlows,7.0,234120
Yajster,6.0,3955
mrozmi,6.0,32245
nienie,6.5,51
Shadowedvaca,9.0,205896
oobecks,7.0,33643
GogTad,7.5,66188
KCshore,7.0,35815
TheGreatHamEl,8.0,187653
Florian Sohns,5.0,557
Rickmtl29,6.0,60
miserlou22,8.0,25613
Scrotos,6.0,200871
zacillac,7.5,10547
TwasBrillig1,10.0,102652
lorojoro,9.0,2651
Dige,6.0,70323
JaguarFrasse,8.5,197376
markmcmulti,7.0,8125
BRAZCO,5.5,191300
Huggernaught,9.0,159632
jbelis,4.1,4040
njesse99,6.0,9446
xjohncandyx,6.0,442
Sven Stratmann,9.0,278
Ninjabob,5.0,7688
Maximus2015,7.0,148036
NDHunter3,7.5,88
woffth,8.0,31730
canecorsso,7.0,41114
truthsdeceit,7.8,16395
asyariamir,8.0,124361
jrhoades7989,8.0,257732
Pastinen,10.0,223455
feda05,6.0,46213
Rzadeczek,8.0,158899
Hector21,9.0,170216
josephinaadena,7.0,30539
RippedFromTheCrypt,6.0,245476
Moker1979,6.5,183394
Pebble1,1.0,250309
rcpick,7.0,68448
brown02134,5.0,217449
madhattr999,8.5,2093
Donegal,6.0,27746
Calico_Jack,7.7,191300
jesusdla,6.0,230080
hrc333,8.0,915
wernervoss,7.0,155703
Goshinkwai,8.206669999999999,204286
thekingofkippen,8.0,173346
Melodija,7.5,83195
fizzix,3.0,9560
okstatefan5945,9.0,70919
lemontrees,8.5,36218
warlock,6.0,8130
Admiral Fisher,1.0,10400
poolunion,8.0,432
jojochan,8.0,3076
Onyx007,8.5,132531
JesadBellic,9.0,42
BeckeRetriever,6.0,14996
thefilmsmith,7.0,197376
Blueharlequin,7.0,2
Ducttape2021,8.0,128621
sshawmd,5.0,100423
iceshine,7.0,65244
Tatsu,6.0,119890
Baldo,8.0,2651
MrBrugat,7.2,24508
gatodj,7.5,173442
Sops,7.0,28023
darklanx,6.0,160477
Orci,7.0,17923
wodniak,10.0,167791
nicodemus055,8.0,40692
grimazzy,6.0,216600
prikolics,5.0,38032
angelinflin,6.5,131325
VikingWax,8.0,28023
LastFootnote,7.0,7805
bill_davenport,6.0,123185
westph21,5.0,11634
darkhie,9.0,103343
urbangoose,8.0,140934
Batz,4.0,475
Cannarwilm,5.0,2297
gerth6000,7.0,10093
Ender Wiggin,9.0,30549
Winky,3.0,2425
RCdragon,5.0,223
chongheinrich,8.0,170042
RustyKnight,8.0,140620
yairdoza,6.9,71882
CyanideNow,4.0,20963
Haire1017,7.0,124708
ikajaste,7.0,478
tuccio80,9.0,184267
Rosario007,8.0,218121
prd1982,5.0,161614
DanKill,6.0,227456
Raziel89_PL,8.0,158600
Dizzyphilosopher89,6.0,29368
cchantal,3.0,149155
micky101,10.0,40531
taeryn,6.0,258308
stanczes,4.0,128174
bartok,7.0,69105
pr1s0ner,6.0,5900
yatz101,8.0,30549
Moppersmurf,7.0,438
Stephan Valkyser,3.7,1269
pawnvsdice,9.0,193621
xanconery,4.0,156336
krakrs,6.0,39206
Dave007,10.0,155821
raj_aiyer,2.0,1406
agnosia12,7.4,34219
TheDarkKnight,7.0,46782
Lukeace5,5.0,2921
Cheezah,8.0,2651
Marvin676,8.5,230802
art star,8.0,136888
lordunborn,4.0,6122
l10n0fjudah,7.0,230802
adamgrey,5.5,118174
BebryGamez,5.5,117995
tidynail,8.0,231999
Stunshine,6.0,172552
Timberwolfes,7.0,18602
facesnorth,3.0,15046
neser,6.0,158899
WILEE83,8.0,70919
vappor,7.0,63268
yadyam,9.2,169786
gimodude,7.85,27976
mattrr,6.0,131325
alfonzoq,7.0,559
Freudenreich,3.0,41
tcomfort,6.0,73369
clamus,9.0,118
Shrinkk,5.0,100901
zhalk,8.0,266121
timminventor,4.0,91536
Makun,7.0,150376
uHhA,9.0,20551
CallMeBakes,7.0,3076
Jedi Mace,5.0,229265
Particleman_19,6.5,160499
Dohboy,6.0,7310
cwbroden,9.0,176189
Gargoyle,9.0,17226
neetayaka,9.0,132531
Tomyrgon,8.0,70323
Bistury,8.0,121921
LordMaximus,10.0,70323
Thiagogogo,8.0,143741
kingmaker fan,8.0,65532
direwolfGr,8.5,67492
Einar_the_Viking,8.0,2122
atmospro,9.0,1116
itiswon,6.0,7976
TwitchBot,2.0,1484
rosie_187,6.0,198454
wxdaxmh1314,6.0,125
Yevaud,7.5,176920
Netters,7.0,244711
vytick.,6.0,478
winaimed,9.0,169786
NatalijaT,9.0,92828
hefe,7.0,131260
fmassie,5.0,70323
flrecord,7.5,188
NiickEE,7.0,157403
ryansmum2008,5.0,201825
MatTereza,9.0,146021
MitchLav,7.0,65889
Widdershins00,5.0,124390
wejejeei,10.0,37380
Rene82E,8.0,126163
rabbito84,7.0,131366
brobinson,7.5,165986
nilssch8,6.0,183840
shadowmen,8.0,814
luuser,8.0,133473
floppi,7.0,21641
SisyphusX,7.0,34887
rfjaek,9.0,5021
olav.mueller,7.5,19948
gwarzig,7.0,1540
Ergalana,7.0,133473
shahmander,9.0,172
Orosius,8.0,9650
jguder,7.0,17030
schwarzespiele,7.0,24417
mull0329,6.5,878
ath3ist,5.75,90419
mnieman,10.0,31260
aerobinson,8.0,119890
danytor2ga,9.0,54043
KubaP,7.0,255455
pmodernme,5.75,122522
absurd,9.0,58281
karton_n,6.0,148228
Vulcanator,6.0,33024
pikabud,7.0,133473
danperrault,3.0,146247
Mighty Eris,7.0,21469
Macroon70,6.0,192802
NEHantsDave,6.0,7636
Khasper,8.0,107529
AnS_love,10.0,39332
Sacco,8.0,53953
myyysha,4.0,156009
urmao,7.0,22345
cloudboy,4.0,10799
Prince Arhain,6.0,178900
IIthisIIguyII,7.5,68448
oltros,10.0,215
norsemanlee,6.5,200785
Zwolax,8.0,176565
Twoface2288,8.0,129622
polishbear39,7.0,2878
bodymodul,7.0,257759
Astragalus,7.0,205507
Route60man,9.0,96848
SebaOro,7.6,29294
claycw,8.5,40793
ghost_sea,8.2,205896
Dreekenkorin,7.0,93
jollrikk,9.0,1231
lucascmedeiros,7.0,11
manb,3.0,217890
Rustic,6.0,40214
owen349,6.0,195539
MightyDiomedes,8.5,31594
whazzup,5.5,28720
joekong_hk,8.0,150376
Blacknail,9.0,285774
EarlofBronze,4.0,5952
J Davison,7.0,30662
DLuzBGG,5.0,156336
kojohan,8.6,129622
jimmyhudson,6.0,139443
Rzats,7.0,230191
wetwillyccma,8.0,254994
Koert,7.0,46007
Edek Leszczyk,7.0,83734
Solipsist,4.0,6249
Obenja,7.5,216094
sanglierfm01,6.0,2397
rblyell,8.0,43111
cho8989,7.0,35677
rubinhox,7.0,258074
talex2,5.0,6909
Gorger85,10.0,239188
elSchwabo,8.5,13
PeteTruss14,6.0,54998
Farsol,6.0,140934
nyicris,9.0,39938
Gordon,8.0,148949
phogcox,9.5,36218
diskotis,5.0,257499
stutzmdl,8.0,244115
wmschm,7.0,119890
sponge7,7.5,50
BrigidAnn,9.0,272453
stopfi666,6.5,48
jpact,6.0,30241
dotburn,7.0,10323
TylerGoble1,8.0,15985
BelNed,7.5,230244
jpearl01,7.0,37046
liquidskyys,8.5,138161
banz,5.0,1419
MichaelDSwitzer,3.0,181
ciggie,8.0,129948
czarofthetundra,6.0,148228
Michilele,1.0,266083
JayScott2020,6.0,30539
SparklePants413,7.0,155426
TFoxy,10.0,124361
chriswildes,9.0,214988
darthnooch,8.0,463
egrimm,8.0,4098
Roadie69,7.0,31479
lodea,7.15,19100
NishaDS,8.0,163412
Crunchycrumb,4.0,89222
virag,6.8,100423
Ol Sleepy,7.0,195503
verandi,4.0,929
loziii,10.0,178944
Throat_Rip,6.0,140934
logicalgambit,3.0,278
ChiefGoFor,7.0,2243
ViperJr,7.0,2651
highlordb,10.0,138161
Zerjyo89,5.0,13
bretai70,8.0,25292
ReddBeard,10.0,169786
dumpty,10.0,4098
The Innocent,8.0,189932
hellbrokeluce,9.0,162886
maximew,6.0,143674
brenthenson,8.0,219513
IX9779,9.0,266192
Chindogu,8.0,187680
leochab,7.0,191189
Smartyjosh,7.5,133848
Devillart,9.6,266192
MarcMagus,6.0,2448
JanDeRoos,9.0,188920
cdioso7191,6.8,100423
slimo,9.0,124361
jefftrick,7.0,204583
mrvectrex,10.0,28259
Istvanffy,9.0,2398
Simulacrum,4.0,40793
gigor77,7.0,70
Machia,5.0,27708
Sorcerak,6.5,2448
XSylarX,9.0,125618
Mind4u2c,4.0,1294
farhad,7.0,40276
Theoarauj0,6.8,67888
NerwenGreen,7.0,12493
Tavadon,8.0,150376
sam666,6.0,181
dudlyboy3d,7.0,185123
SpamRa,6.1,146021
fardoche,7.5,98
zooks,6.0,18121
macbeth0718v,4.0,19995
Zaphir,8.5,171623
mistersix420,7.0,171
fanaat,8.0,478
graffitoberg,9.0,28143
Redd85,7.5,266810
iLEZ,9.0,159508
rekoJ666,7.5,238546
graydon_armstrong,7.0,154086
Ravilz,9.0,85325
Bigdaddy84,7.0,250309
diukon,2.0,6249
tajre,5.0,2223
pholus,8.0,730
thagui,8.0,147020
beltira,2.0,203417
GingerPinoy,9.0,131835
endur0,6.0,171131
maxagbyni,7.0,129622
MikaNi,6.0,159003
Tomba,8.0,9209
CirrusPaxton,8.0,30549
ahgpiti,7.5,148228
SirKarlg,7.0,218995
stefaninous,10.0,198985
gmhakim,7.0,700
regismartel,7.0,21441
Kyllcoaster,7.0,37904
bremli,7.0,143741
WernerW007,7.0,1265
Ferra78,7.0,216132
casey nedry,6.0,9209
timou77,7.0,166384
Tracorre,6.0,172547
OreLeontas,7.5,266192
jeffstarke,8.0,131357
klucker94,7.0,181
LienDdw,6.0,10152
slipi22,9.25,124361
Zero2tm,8.0,34635
bancandrei,7.0,91536
Neliapina,3.0,1613
Lirilesh,9.0,68448
johnconnelly75,8.0,14996
Sciurus,9.0,54138
MCBorin,8.0,171668
donnyramos,7.0,153938
Fearno,7.0,255639
melee,6.0,167791
jmdsplotter,6.0,222
Valarus,4.0,62227
snowytodd,7.0,438
John Mark,8.0,478
thelocalbaptist,9.0,43570
lstr,8.0,242302
burbly,5.0,8203
jmbernal17,7.53062,233867
timbovelander,5.0,37046
noobcitizen,7.0,223740
cmedenwaldt,6.0,1295
ciekav,6.0,83330
delpiero79,8.0,189932
Jolnarfanatic,8.0,244521
maxdavid,9.0,162886
Narmlov,4.0,198928
mooka,6.0,139976
CountZeroASL,8.0,40834
lrpiarowski,7.0,181304
rainydaysteve,6.0,83667
DaMilli,8.0,9216
LLevinaSS,8.0,254195
TerrifiedTuna,7.0,7204
Jamesmcm84,7.1,171669
Shirleysharpshooter,7.0,17053
nectar,6.0,361
IncrediBILL,6.0,8203
Speculoos,7.0,242569
hauwech,5.0,793
coolhandluke121,8.0,193738
WakandaMan,8.0,1115
gnasche,7.0,2346
damevfx,6.0,2838
TylerGoble1,8.0,271896
morderwarg,6.0,83629
jmw23,7.0,193738
exscapex,6.0,181304
Xero4,7.0,177702
tasheridan,7.0,5404
DURGE,8.0,164153
Runkiller,7.0,116998
Gundadin,7.5,40354
gjfleischman,7.0,1140
liufancy,6.5,27588
Fierce_FishSJS,6.5,156776
mig1,7.5,175313
Ichiruishu,8.0,146130
fokos,7.0,50381
DoomRat,7.5,167791
mika6,6.0,42111
zjensen3,8.0,150376
valkovich,7.0,219513
Enterprise24,8.0,1406
DuxburyDragon,9.0,187645
Farger,6.0,156009
Liahim,7.0,179275
Hironimus,7.0,134253
Wazzdakkaguzmek,8.0,253499
boomer_cub,6.0,50381
getdafunkout,9.0,28720
gsaint,6.0,204583
Renuka2010,7.0,224517
blueatheart,6.0,12942
MysticNarwhal,7.5,169786
Balfagon88,7.0,161936
smileyz,6.0,3972
sohanjap,9.0,199561
TG Mittler,5.0,789
knutknutzzon,6.0,123185
JTQuest,8.0,166854
Cali-Cat,7.0,8160
Ressless,7.8,127023
SCSI,8.0,40425
swcatholic,9.0,257501
kevinruns262,6.75,217449
Blott,5.0,7538
mrblueesq,8.0,39683
Apparatus,5.0,173090
ArtB,6.0,1333
cactusse,5.0,177590
Zeph!,2.0,24157
garion,6.5,18985
BlueBelle84,10.0,214484
Mohanah,9.0,126792
TomDa,8.0,31260
statonv,7.0,12346
sporksfoons,7.0,62871
jasonsavoiesmith,6.3,2173
giocoattavolo,7.0,188188
ig83e,6.0,163370
Parmenione,10.0,121921
prairiekid,10.0,125153
shakey296,6.0,20080
Puzzler,8.0,215
juujoo,5.0,40628
manellii,8.5,183572
bousi,10.0,13
RandolphCarterKadath,6.0,257501
jm_parker,8.0,823
Zondag,6.0,246192
drsmaug,6.0,40990
matthewjhoskins,7.0,100423
Agner,5.0,182704
bizdave,9.5,161936
tomaxzielik,6.0,1111
moragb,7.5,39856
C_Callosum,8.0,148949
osoito,9.0,28143
Drakenden,6.0,39463
a_akimbo,8.0,170318
piettrucha,9.0,26997
tonichan,5.0,144797
hockeyjones,5.85,119506
Gangrel,8.0,73536
blueatheart,4.0,2612
clysmic,9.0,154519
QuicheGames,8.0,6830
camb,6.0,2386
KatsumiKat,4.0,217085
Brick_ed,8.0,173460
buras,5.0,17557
abishop23,7.5,32165
PeterPan1102,9.5,13122
maverickmind,6.0,160477
johnhandy,7.0,27976
LanceCorporal,8.0,121921
mikey6485,7.0,101865
konamacona,7.5,172994
bole,8.0,3818
sael,6.5,25554
Propellican,8.0,232043
DJStudley,9.0,220588
xaxas,9.5,71721
dwood1313,5.5,2521
ottobre31,4.0,181440
Bennae,8.0,39463
McD4NG3R,8.0,233678
Phrim,4.0,553
TirMcdhol,9.0,269385
imchou239,8.5,161936
My fathers son,6.0,27708
uveemebe,6.0,7805
derk,4.0,27
Hulk1484,8.5,200726
masonpierce08,7.0,230802
ErnestBORG9,7.0,172225
jrupes,5.0,15512
JensFL,4.5,24417
HungrySaint17,7.0,156336
Mitspieler,8.0,9217
kwaddell111,10.0,171779
GeneSteeler,6.7,1719
Death and Taxis,7.0,2653
fehrmeister,6.5,2281
abgeweit01,8.0,14996
mattaebersold,9.0,104162
edosan,7.0,117
SeerMagic,2.0,170
tkzubaran,4.0,77130
Arkhamer,10.0,167791
indianajones2588,6.0,205610
Fromage,7.0,3633
Rosidy,10.0,201825
xkneepkens,8.0,66056
Wisecow,7.0,176396
lubel,7.5,152470
xxxxDMANxxxx,8.0,43111
Tom129,5.0,40692
JVallerand,7.0,165986
theshoe1029,8.0,3699
lambroca,7.0,2425
KrisVerbeeck,6.5,140535
Vortexsurfer,7.0,172818
mferron,7.0,39463
Terwox,6.75,146221
Slanesh,8.0,162886
FRANCONY robin,6.0,179350
mhurley187,9.25,184921
eby6609,8.0,136063
winifredxu,9.0,2381
FATDB,6.78,463
pa5t0rd,8.4,93
ferralferrets,7.0,39683
mattomaw,4.5,10383
nightblazze,5.0,124
Hireto,5.0,105593
kareyn01,8.75,125153
Kaelistus,6.0,1334
waymau,7.9,184267
Dice Driven Gamer,7.0,16992
slobin,6.0,270138
deneg88,5.0,170216
Bionic Hamster,8.0,45315
hawkeyeop,6.5,194607
yatz101,8.0,6351
Imrhalis,7.0,251658
JustinCbus,7.0,110327
TherMight,6.0,9027
silverthorn11,5.0,509
TytusBrowning,6.0,200954
blondeslovetoshop,2.0,50
warrenyorick,10.0,285774
Blackburn,10.0,2393
Ravn,7.0,131118
Grim_Tidings,6.0,188753
oskarmonk,7.0,192343
Eldring,3.0,18
jphatecraft,8.5,11
Davr1k,6.0,112138
Jeefy,7.25,156138
holmezzz,9.5,123540
metakata,8.0,27173
Astrosmurf,7.0,494
Lawster,5.0,171890
fiddlerjones,8.5,119890
elstar,7.0,43443
The Gamester,8.0,376
startrackfan,6.0,160814
BiZaRrE1982,8.0,197376
krushido,8.0,53093
Knpa,5.0,272738
Desposito_5,7.0,117959
Ephiriel,6.5,55763
ctyce,6.0,5856
weezeral,5.0,2955
karar2k,6.5,113294
rotilio,6.0,195539
Frarquitecto,10.0,41114
kurtreznor,7.0,221
eluvitar,7.5,27173
etienne_san,7.0,87890
P_L_T_D,7.3,75091
marcosgpmelo,9.0,40834
iateagoomba,7.0,237182
topcat5,7.0,120
heckbent,8.0,3
rseater,6.0,14102
nyarly,8.0,13780
paradroid123,6.0,16267
rogerrap,8.9,150376
als1701,8.0,74
Erudite Wizard,8.0,35677
Kar1r,8.5,36218
karlosr,9.0,102680
Epee,8.0,24181
Igorken,6.0,280203
Hain101,6.0,2136
JoshuaNormal,7.0,60579
eekki,6.0,1407
hiyou,6.0,128621
habs992000,7.0,2223
Mushka,9.0,9209
bnutt,8.0,226605
John Greenwood,7.0,293
NDJ blog,6.8,83195
ubarose,7.0,18723
metallaio,3.0,34119
rmiczek,8.3,21882
JohnRayJr,7.0,855
Zanet,7.1,6249
debawv,7.0,136888
pinios,7.0,12333
blackdragon8631,9.0,160499
agent17,7.0,34219
syuu89,8.5,34635
Corpsified,8.0,4286
Trusty Sapper,6.0,2842
lmageezy,5.0,104162
francescogaiffi,8.0,12369
steveraymon,7.0,16395
BadgerGatan,6.3,173346
Gemaskerde Muchacho,9.17,63759
ericandrepoulin,10.0,206266
bananpermobil,7.0,161936
tcareta,6.0,103343
lunadips,6.0,231197
Eric,7.0,119
alenen,5.0,126042
andre2001,7.0,195296
Jackspinoza,6.0,100901
erem,7.0,163967
Greatestwookiee,6.0,167791
hulksmashbonzo,8.0,40834
mcledian,7.5,203427
pirest,7.0,31260
mooken,7.0,50
varst,8.0,760
DarkStar2099,6.5,160851
RipEmUpTearEmUp,6.75,19841
warhamster1,2.0,41916
fuzie,7.0,148261
DarkRaven777,9.0,88408
Kamil018,9.0,193037
visard,9.0,21050
Pingouache,7.5,40793
KeglBoy,7.0,144733
Sailsa,4.0,917
White Stone,9.0,528
Demosthenes000,6.0,62219
OnlyIsland,6.5,73538
sthforever,7.5,107638
el__94,6.0,478
redtommy,8.0,148228
msaya,6.0,215613
Nappyfarp,7.0,36218
DarthMouth,7.0,594
Saralene,8.0,203019
Soac,10.0,209010
DasDeX,10.0,192135
Tree of Ni,5.0,5071
MarcusK,8.0,161533
jeffwiles,7.0,171668
dhoylman,4.0,8569
Quinns,8.0,273779
registrationisretard,8.0,187645
dfetz3,3.0,1406
cob1972,7.5,170416
Yearofthedragon,6.0,30549
BigGalah,8.0,45
pincao,6.0,58099
DerDa,6.0,40529
churchie679,6.0,310
Tarok,7.0,167400
Kytty,7.5,2596
Adhemar,2.0,224272
rbcross62,6.2,19442
cdefrisco,5.5,143986
madaxer,4.0,11971
zodiak,7.0,37387
DantonTH,8.0,1117
Moncara,7.0,71061
Denis Arnold,8.5,31497
Lucaberry91,7.0,156138
willymagic,7.0,245638
wieczorek,8.0,151022
Crodarossa,8.0,38749
BylleDK,8.0,30549
IvanZecat,8.5,148261
DemonBoo,7.0,2987
adrianfaciu,6.0,37198
genki,8.1,172931
robigo,6.0,1410
hpcthulhu,7.0,8126
doom711,8.5,34635
sirgalahadtreasures,8.0,132028
kerth,5.0,156776
JumpyJohnson,6.0,54
Rooster1983,8.0,266967
stsparks72,7.0,521
niczone,8.7,144733
CptDiomedes,7.0,13
ZiffyHead,7.0,137269
Fenix831,8.0,31069
punchykoos,6.0,9735
Howmihay,7.0,209685
Stake_Thor,6.0,224212
cirix,7.0,87120
retracavol,7.0,3
Churst8,7.0,100901
phaedra65,5.0,147151
wolfthatwonders,6.0,27588
johrfet,7.5,46213
peteh888,6.0,147949
crash501,8.0,134726
orakon1,6.0,4095
bkumanchik,10.0,109548
nbyler,5.0,5048
chansen2794,4.0,18
esterjey,7.0,122298
MonkeyThief86,7.0,138161
ludopath,3.0,521
Phelonius,8.75,84876
AddisonMorton,3.0,65244
koistiola,8.0,66188
Tilmost,6.0,144553
Pekuis,7.0,254640
D_Davis,6.0,169464
enzo622,1.0,3482
ajie426,9.0,128882
CapAwesome92,7.5,14996
OniTed,9.0,150376
argailwall,7.0,9220
frch0603,7.5,205398
rootdarkarchon,7.0,31759
Teatabletopper,8.0,148949
ValenTeen,9.0,822
terjul,7.5,128921
MACIII,7.0,113924
jgbaxter,6.0,175155
Lord Mayerling,9.0,1431
StaszekCz,6.0,103092
DeJaePu,7.0,116
will98683,6.5,55600
embricate,8.0,146021
Barsinister,9.0,132531
camocoffey,7.0,54043
Tinypocket,5.0,93185
Bigsnoot McSnuff,6.0,197831
AASever,7.0,123540
ruazn2,4.0,71836
Poserdisposer,6.0,137297
KERBORG,7.0,112138
petepat,4.0,2392
riks,4.0,1528
Buffybot,8.0,155426
Boromir1983,5.0,163377
aquarian,7.0,449
goaliebrain,7.5,132531
ttkttkt,7.0,19947
Nachtfalke67,8.3,230802
tehspookeh,5.0,200847
PaperDesigner,5.0,124172
FXguy,9.0,11170
melikev,6.0,16933
Urtho,6.0,85256
moramis,7.0,180680
peteg1001,7.5,201808
Junkka,7.0,9625
bigkoala3,7.0,142852
Ricce89,4.5,230130
BenfromCT,10.0,1830
kratosjr,7.0,253635
linkdraco666,6.0,30549
jetermi,7.0,83330
HunterT,6.0,194626
Idanonstop,7.0,50
Faengerli,10.0,205059
mortenfriis,6.5,822
FranklinTV,4.691,120523
bruchowski,5.0,15987
Kocmoc,7.0,233398
LeoSem,8.5,232924
primordialsndwch,6.0,4492
AngelaMerkelsEvlTwin,8.0,118
Pisco,7.0,12477
IamtheLaw382,8.0,12333
Greg Sorenson,1.0,1927
Bremic,9.0,244521
yodwalking,9.0,167791
lupacs,9.0,478
Lawrence Hung,7.0,54457
taefl,7.0,10547
Beru,5.0,207753
fscrazymouse,6.7,72287
humske,8.0,255990
Alchamist,8.0,163967
nochebueno,8.5,181304
matenason,8.0,261114
mapaolini,6.0,221194
Arzuros,9.0,13
buckshotsward,8.75,30549
Xaif,8.0,27173
codymilo,7.0,40692
omniboo,6.5,174093
stangrossman,7.0,4090
Ruffnick,7.1,54
toomanymouths,7.0,122515
chocoladevla,10.0,234190
Marko915,7.2,37628
Pri Izuhara,7.0,14996
DoveBar,6.0,25669
pure0903,7.0,45
Phoenixgeek,4.0,144388
cenealon,6.0,1927
yutakahou,8.5,212450
XSNRG,7.0,2987
daviwai,8.0,54043
fungalreason,6.0,70919
snobbydolphin,7.0,219513
AxleKerrigan,7.0,234
rewind2482,6.0,153938
the_flute_guy,7.0,31260
Txarlinhos,8.5,173346
steveszigeti,8.0,173346
jancis,7.5,8098
tomgazpacho,7.0,12333
skipmc,10.0,163068
Josemaria,7.0,2162
karton_n,8.0,241724
lulu35,9.0,284083
idealich,7.2,144592
suburbius,8.5,164928
the chandrian,7.5,225818
zhdzgr,8.0,140620
joehn,9.0,182028
newobj,9.5,187645
Guybrush,6.0,8051
fagentu007,7.0,119781
MULRAH,7.0,503
luznyj,8.0,120677
Laiqu,8.5,264220
Fat Google,9.0,287954
yugo,7.0,132372
Hattori Hanzo,7.75,2079
Ichi87,4.0,119856
batdano,6.0,20100
koniecznyarek,7.0,146886
willymagic,6.0,13823
trickster12,9.0,195314
raynovich,6.5,11695
bradpister,7.5,169704
redcrow1026,8.5,200680
HotStepper777,9.0,13
raspberrywrath7,7.0,39683
dgstone,4.0,5546
mjmelen,7.0,111105
seamusk,9.0,164928
MintOfTheTwilight,9.0,192291
ThriveTheStorm,6.0,172225
ilfabbra,8.8,167355
Skwara,7.0,147030
SJAirshark,7.0,28023
chbates,6.0,1339
Drenon88,7.0,6607
nullcorp,8.5,169426
igrad,7.5,206718
rickylei,7.8,35677
bradraz,4.0,5272
Neal Herperger,8.5,25643
wrath557,8.0,226501
djr423,10.0,257066
Apocryphile,4.0,476
spacehulkfan,7.5,16497
broggi,6.0,39463
EvilPolBro,5.0,6705
scherbet,8.0,146021
big_buddha,8.0,12146
etacar,2.0,50381
Mozendo,8.0,72809
TinyNinja,7.0,93
barbed_oracle,7.0,25004
coldnorthgamer,8.0,13
Clive65,5.5,77423
IHateBeen,7.5,9217
gsaint,6.0,160010
Thraetaona,6.0,1927
gilesclone,2.0,10815
rickwar,6.5,98
bonezconway,8.0,219513
falcon3,6.0,6411
stevenrobert,6.5,891
LookAtTheBacon,7.0,205420
norske50,9.0,36218
Grift3r,9.0,266192
TheSeb,10.0,3076
gyntril,5.0,327
amiller0206,7.0,822
RobMcWiz,5.5,2448
gianterduck,8.0,9209
apple_pies,6.9,34615
DragonR,7.0,183394
Defski,9.0,91312
Jan Torf,6.0,248
josh carstairs,9.0,92415
serjery,7.5,122522
GWohlers,8.0,30549
mathieu14,7.5,24480
BlueFox57,5.0,182631
GomezTheChimp,7.0,475
krit1789,5.0,126750
mcmgm_bgg,7.0,171499
Monkey_matt,8.0,215341
Klaun86,6.0,171668
pavo_vengativo,7.2,230802
Badger on the move,4.5,614
tazz,7.0,1
Ellinights,8.0,12942
John_D,9.0,155068
Direwolfpack,5.0,2425
Rincy73,8.0,822
Tarindel,8.5,2651
cuski,9.0,13
Nuxi,7.0,1291
Solamar,6.3,36946
risiam,8.0,15987
S_Karr,9.5,236457
koshianok,7.0,16747
Lord_Kristof,6.5,140717
greensacolor,6.0,128882
Evenhope,8.0,122294
EuroPeon,7.0,70149
Warbreaker,5.0,16992
Haagnbus922,8.0,150
3N1GM4,9.0,92415
inbetweennaps,7.3,181279
Kortatu,7.0,2555
DuncanMcKnuckles,9.0,70919
ruestchm,7.0,62227
Loam_Rambler,6.8,184491
christophprokop,10.0,161936
piotrsmu,6.0,35472
Michaa808,9.0,36218
kburnham,4.0,4207
davidstevens,10.0,266064
Pevans,6.0,181293
Michiel,2.0,257
Radetzkymarsch,8.0,21050
c355046,10.0,182028
prolestellare,10.0,167791
dietzjo,7.0,108
Impossible Shape,7.5,31481
Mylantus,8.0,97521
Bahamut-X,4.0,72482
F_Rabbit,7.5,9217
albertistvan,9.0,139976
mrspank,6.0,9829
Pafmanx,4.0,1406
BranMuffin,7.5,108745
silvanox,5.0,4192
FlyingDeep,9.5,118048
GameCloset,8.0,243
dhaderly,7.0,259298
Breve maltese,9.5,84876
clearleafgames,9.0,167791
hudsonbba,9.0,209418
dkugler,8.0,10630
hiswill98,7.0,36615
malloc,9.0,1705
spaceygamer,6.0,638
OGBRAIN,8.0,163967
thepinch,6.5,100901
jmdsplotter,6.0,8180
Jirian,5.0,10
Toniolamachine,8.0,68448
bswihart,7.0,253284
jbhuter6041,5.0,102652
Vilci,9.7,161417
Dave10Master,7.0,155703
pi_matt,7.0,1171
Talezine,8.0,127024
MAWA,6.0,216985
cgrimes83,9.2,173346
NoNamium,3.0,2133
fbranham,6.0,1881
Handballer,6.0,26204
DylanAM,6.15,25292
Angel40k,7.0,181290
Phyllfreak,8.0,199792
SKondris,7.0,70149
renzo89,7.0,30549
Eduardo Crespo,7.4,9203
chg21012,7.0,193695
Gogenator_mojo,6.0,161936
darmion,5.5,227789
cbdarden,5.0,4553
claymationdude,6.0,3072
Jesfen54,7.9,822
Samuelw3,9.0,48726
SegmentationFault,7.0,24270
arizona47,7.0,119
RandomGraham,7.0,8217
Dweeb,6.0,701
prattsicle,8.0,131014
Billtacular,6.5,206941
gevati,6.0,112
moviewizguy,6.0,9209
anonamus,7.0,244513
ulv3r,7.0,136063
Vendictar,8.0,10547
